id,source_rank,repository_owner,repository_name,issues_count,star_count,wiki,tag_name,class,score
18930,7,guerrero,normalize.scss,0,2,FALSE,null-coalescing-operator,ND,9
99875,1,Octopusnet,laravel4-uploader-class,0,0,TRUE,hadoop2,ND,1.888596145
3825,8,mattlo,angular-query-string,0,2,TRUE,rule-engine,Package,10.88859615
21808,6,dankins,route-elements,0,0,TRUE,texturing,ND,6.888596145
6946,5,jurgelenas,bower.darthvader,0,1,TRUE,dijkstra,Package,6.888596145
32236,6,AoiKuiyuyou,AoikWinWhich,0,0,TRUE,variable-declaration,ND,6.888596145
2659,8,redapesolutions,angular-django-csrf,1,4,TRUE,qmake,Language,12.78859615
3125,7,gdi2290,angular-indexedDB,0,1,TRUE,freebase,Package,8.888596145
26930,7,Skullmonkey,LGS-LUA,0,3,TRUE,mql,Package,10.88859615
18869,1,lawrencegagein,nodejs-bower-law,0,0,TRUE,nfc,Package,1.888596145
7003,6,Absike,bowersiko,0,0,TRUE,objective-c,Language,6.888596145
8754,6,jeffreypierce,d3-donut-chart,0,1,TRUE,wav,Package,7.888596145
9562,5,jedmao,dt-chalk,0,0,TRUE,date-format,Package,5.888596145
19617,6,fahad19,parse-sdk-js,0,0,TRUE,jcr,Package,6.888596145
20164,6,dev-priya,polymer-code-highlighter,0,0,TRUE,webrat,Package,6.888596145
4977,6,lsvx,ascii-img,0,0,TRUE,urlrequest,Package,6.888596145
2529,7,joe-re,angular-comparison-validate,0,0,TRUE,pygame,Package,7.888596145
2974,2,darthwade,angular-globalize,0,0,TRUE,prettify,Package,2.888596145
1879,8,matiwinnetou,adplayer,0,0,TRUE,branch,Feature,8.888596145
87727,2,kamkejj,drupal-views,0,0,TRUE,grails-2.2,ND,2.888596145
18315,7,danethurber,ng-eats,0,0,TRUE,evaluate,Package,7.888596145
2150,6,OlenDavis,angoolar-jquery,0,0,TRUE,cil,Package,6.888596145
8756,6,curran,d3ExampleData,0,0,TRUE,member,Package,6.888596145
49036,2,lopezdonaque,common-ant-buildlibs_phplint,0,0,TRUE,todo,Package,2.888596145
23139,7,jjt,bower-solarized,0,1,TRUE,calayer,ND,8.888596145
73454,6,lmaurits,PyWALS,0,0,TRUE,ko.observablearray,ND,6.888596145
89171,5,prymitive,yaml-config-loader,0,0,TRUE,android-maven-plugin,Feature,5.888596145
62487,3,eve-seat,seat,0,79,TRUE,ssrs-tablix,ND,82.88859615
3641,2,knivets,angular-options-disabled,2,3,TRUE,social-media,Package,5.688596145
4570,9,sammychl,angular-xml2json,0,8,TRUE,shuffle,Package,17.88859615
57,2,etsushisa,Flat-Theme-Xcode,1,5,TRUE,air,Package,7.788596145
4317,8,webpolis,angular-treecursive,1,2,TRUE,runtime,Package,10.78859615
4538,12,paulocaldeira17,angular-websql,11,78,TRUE,roles,Package,89.78859615
9158,8,guilhermefarias,device-orientation,0,2,TRUE,adorner,Package,10.88859615
29283,5,ianswilliams,BigForDart,0,0,TRUE,smack,Package,5.888596145
3727,8,rebelliard,angular-picture,2,19,TRUE,exe,Package,27.68859615
3169,9,luisfarzati,angulartics,0,31,FALSE,quicktime,ND,40
6383,9,ahmedelgabri,blank,3,9,TRUE,sandbox,Package,18.58859615
2754,8,minsh,angular-errors-directive,0,7,TRUE,casting,Feature,15.88859615
38824,6,alphacomm,baker,0,2,TRUE,antlr3,Package,8.888596145
115228,6,WeCodePixels,premailer-bundle,0,1,TRUE,serenity-bdd,ND,7.888596145
20194,7,kristenmills,polymer-rss,2,6,TRUE,cucumber,Language,13.68859615
17976,2,eileenyuling,EiRepository,0,0,TRUE,email-headers,ND,2.888596145
102278,10,mvriel,template.xml,0,0,TRUE,bower-install,Package,10.88859615
35,3,fidgetfu,xcode-themes,2,145,TRUE,sockets,Feature,148.6885961
24053,12,alexgorbatchev,syntaxhighlighter,24,307,FALSE,multi-select,Package,316.6
49851,14,contao-archive,contao,0,35,FALSE,oracle-aq,ND,49
46816,2,studiofact,doctrine-connect,0,1,TRUE,lame,Package,3.888596145
4920,1,Blrrt,armory-simple-space,0,0,TRUE,uninstall,Package,1.888596145
3816,5,bluetomlee,angular-qqface,0,11,TRUE,eiffel,Language,16.88859615
52569,5,rastellid,testing,0,0,TRUE,rjava,Package,5.888596145
34099,3,sashahart,cachevalue,0,1,TRUE,git-clone,Package,4.888596145
75793,5,levinalex,asciify,1,7,TRUE,js-amd,ND,12.78859615
11426,1,coolaj86,futures,1,0,TRUE,autofilter,Package,1.788596145
86840,8,tnm,vulcan,0,14,FALSE,mongoexport,ND,22
34530,6,rainwoodman,chealpy,0,1,TRUE,cimg,Package,7.888596145
602,10,D-Programming-Deimos,ZeroMQ,0,28,TRUE,settings,Feature,38.88859615
13420,8,eagafonov,jabberd2,0,6,TRUE,repeat,Package,14.88859615
61859,10,svvitale,nxppy,3,72,FALSE,threshold,Package,81.7
75908,10,commx,python-rrdtool,2,30,FALSE,fosuserbundle,ND,39.8
11818,9,embedthis,goahead,11,179,TRUE,flash-media-server,Feature,187.7885961
70660,14,pyca,pynacl,26,359,FALSE,translate3d,Package,370.4
30972,19,alexcrichton,flate2-rs,24,93,TRUE,pointfree,Package,110.4885961
261,8,anton-dutov,db,1,10,TRUE,ftp,Package,18.78859615
426,6,lionello,jpeg-turbo,0,2,TRUE,processing,Feature,8.888596145
527,6,craig-dillabaugh,shplib_d,2,1,TRUE,cmdlets,ND,7.688596145
469,6,TiberiuGal,memcached4d,0,3,TRUE,checkbox,Feature,9.888596145
600,7,carlor,yamkeys,1,6,TRUE,vmware,Package,13.78859615
517,6,csauls,sass-vibe,0,6,TRUE,treeview,Package,12.88859615
582,9,Yoplitein,vibeirc,0,4,TRUE,each,Feature,13.88859615
335,8,JakobOvrum,Diggler,8,5,TRUE,cvs,Package,13.08859615
549,11,SiegeLord,Tango-D2,15,85,TRUE,ubuntu,OS,95.38859615
243,6,MartinNowak,d-blosc,0,1,TRUE,django,Package,7.888596145
329,7,kiith-sa,D-GameVFS,2,12,TRUE,viewstate,Package,19.68859615
494,6,MrTact,orderedmap,0,0,TRUE,vbscript,Language,6.888596145
491,9,nykytenko,onyx-config,0,6,TRUE,datatable,Feature,15.88859615
376,9,dmonagle,elasticsearch-d,1,7,TRUE,silverlight,ND,16.78859615
542,10,s-ludwig,std_data_json,10,23,TRUE,setter,Package,32.88859615
277,2,finalpatch,decklink4d,0,1,TRUE,debugging,Feature,3.888596145
242,7,Laeeth,d-bloombergapi,0,5,TRUE,mapping,Feature,12.88859615
236,2,bithavoc,couche.d,0,0,TRUE,embedded,Feature,2.888596145
556,6,emesx,TGA,0,2,FALSE,paging,Feature,8
353,7,TurkeyMan,dmidifile,0,4,TRUE,parallel-processing,Feature,11.88859615
343,6,cosenmarco,djack,0,1,TRUE,collections,Feature,7.888596145
562,11,adilbaig,Tiny-Redis,0,55,TRUE,turkish,Feature,66.88859615
272,12,rejectedsoftware,ddox,22,41,TRUE,xslt,Language,51.68859615
579,18,rejectedsoftware,vibe.d,341,838,TRUE,usability,Feature,822.7885961
282,12,DerelictOrg,DerelictASSIMP3,0,8,TRUE,irc,Package,20.88859615
283,10,DerelictOrg,DerelictBgfx,1,14,TRUE,social,Feature,24.78859615
4740,5,Appist,appist-platform,0,1,TRUE,postmessage,Package,6.888596145
11692,5,gilesbradshaw,gilesco,0,0,TRUE,endianness,Package,5.888596145
2148,7,OlenDavis,angoolar-font-awesome,0,0,TRUE,plsql,Language,7.888596145
2061,6,amber-smalltalk,amber-compat-es5,0,0,TRUE,email-client,Feature,6.888596145
6585,7,kijart,bootstrap-spinedit,0,0,TRUE,resultset,Feature,7.888596145
25209,3,mariomc,ubuntu-font,0,4,TRUE,barcode-scanner,Package,7.888596145
6753,2,reyx,bootstrap-monthpicker,0,0,TRUE,using-statement,Feature,2.888596145
2226,7,mrfishie,angular-anchorjs,0,0,TRUE,bittorrent,Package,7.888596145
2873,2,gdi2290,angular-flux,0,3,TRUE,prototype,Feature,5.888596145
13664,2,jameymcelveen,jmcode.ng,0,0,TRUE,setattribute,ND,2.888596145
74557,2,johnny13,li3_rest,0,0,TRUE,elastic-beanstalk,Package,2.888596145
8395,6,abhishekchaudhary,Country-state-picker,0,0,TRUE,rad,Package,6.888596145
2732,8,FedericoElles,angular-element-size,0,0,TRUE,directshow,ND,8.888596145
2811,7,twhitbeck,angular-file-chooser,0,0,TRUE,physics,Feature,7.888596145
4254,2,gdi2290,angular-tesla,0,0,TRUE,analysis,Package,2.888596145
7352,2,CadmusX,cadmus-html5-boiler,0,0,TRUE,amfphp,ND,2.888596145
8838,6,CaravaggioSoftwareDev,data-dist-topojson-us-counties,0,1,TRUE,dig,Package,7.888596145
25946,6,wangshijun,angular-toastr,0,0,TRUE,rexml,ND,6.888596145
114018,0,ryan-mahoney,deprecated,0,0,TRUE,firefox-webextensions,ND,0.888596145
16081,2,mvaldetaro,konami-code,0,0,TRUE,compiler-flags,ND,2.888596145
17163,2,adjohnson916,mediate,0,0,TRUE,visitor-pattern,ND,2.888596145
42922,3,boyhagemann,SwisNews,0,0,TRUE,drupal-7,ND,3.888596145
24111,6,kdubuc,tablesorter.theme.bootstrap2.css,0,2,TRUE,sfinae,ND,8.888596145
23261,1,designeng,specRouter,0,0,TRUE,fread,Package,1.888596145
60232,6,jbroadway,washi,0,1,TRUE,google-nativeclient,ND,7.888596145
116638,2,yorarch,smthapi,0,0,TRUE,angular2-services,ND,2.888596145
6350,6,bits-sass,responsive-utils-dimension,0,0,TRUE,commerce,Package,6.888596145
6364,7,bits-sass,utils-text,0,0,TRUE,brush,Package,7.888596145
48748,7,cogpowered,sniff,0,0,TRUE,devise,Package,7.888596145
26698,7,jslayer,yui3-seed,0,2,TRUE,io-redirection,ND,9.888596145
26924,3,lucifr,CNPunctuationAutopair,0,1,TRUE,qt-creator,ND,4.888596145
25470,2,WilcoFiers,UseYUI-for-RequireJS,2,17,TRUE,nsimage,ND,19.68859615
3628,7,benkroeger,angular-oniyi-configurator,0,3,TRUE,email-integration,Feature,10.88859615
4356,5,datapad,bower-angular-ui-bootstrap-complete,1,0,TRUE,remote-debugging,Feature,5.788596145
2552,5,baki250,angular-ie9-cors-fix,2,2,TRUE,mailing-list,Feature,7.688596145
2603,1,klederson,angular-datediff-filter,1,0,TRUE,screenshot,Package,1.788596145
72,3,fortinmike,irradiated-xcode-theme,0,6,TRUE,sql-server,Feature,9.888596145
3379,10,doshprompt,bower-angular-localization,1,2,TRUE,idl,Language,12.78859615
11546,6,carpages,gemini-icons,2,2,TRUE,filestream,Package,8.688596145
3973,2,communityjs-tn,angular-scaffolding,0,0,TRUE,mmap,Package,2.888596145
6409,3,justnorris,Blankwork-Flexible-SASS-Grid-System,0,48,TRUE,wordpress-theming,Feature,51.88859615
3393,9,kmc059000,angular-lodash-module,0,6,TRUE,fax,Package,15.88859615
3508,7,jedrichards,angular-module-shim,0,3,TRUE,wamp,Package,10.88859615
15292,6,soundcloud,jquery-whenall,1,2,TRUE,background-process,Package,8.788596145
4224,11,jeef3,angular-swfobject,3,12,TRUE,asterisk,Package,23.58859615
4071,6,DrMabuse23,ng-sir-trevor-converter,0,3,TRUE,core-animation,Feature,9.888596145
7037,10,mdarse,bower-webfontloader,1,4,TRUE,stdmap,ND,14.78859615
5307,7,vipervf1,azure-mobile-services-bridge,0,2,TRUE,admin,Package,9.888596145
6346,7,bits-sass,helpers-responsive,0,3,TRUE,flush,Package,10.88859615
4074,7,PabloDeGrote,angular-sizzle-standalone,2,1,TRUE,gql,Package,8.688596145
15928,2,timneutkens,kiyoh-element,0,0,TRUE,cidr,Package,2.888596145
22058,2,jhardy,sassy-buttons-bower,2,1,TRUE,beanstalkd,Package,3.688596145
9511,3,lavelle,dropbox,1,3,TRUE,out-of-memory,ND,6.788596145
29365,7,cleandart,clean,0,4,TRUE,fmod,Package,11.88859615
9759,6,educarm,jquery-ui,0,0,TRUE,onpaint,ND,6.888596145
4210,6,FarmDrop,angular-super-input,0,2,TRUE,allocation,Package,8.888596145
9527,10,ximan,dropload,45,1481,TRUE,nasm,Package,1487.388596
15216,8,furf,jquery-ui-touch-punch,204,2983,TRUE,sqlclient,Package,2971.488596
215,2,beangle,switcher,0,0,TRUE,iis,Package,2.888596145
14660,5,web-evolutions,jquery-overlay,0,0,TRUE,sealed,ND,5.888596145
12861,3,qinmudi,iknow,0,0,TRUE,brute-force,ND,3.888596145
21157,9,EtienneLem,react-dom,1,28,TRUE,triangulation,Package,37.78859615
74074,7,DanielVartanov,array_to_proc,0,0,TRUE,kvc,Package,7.888596145
3001,8,FedericoElles,angular-google-spreadsheet,0,6,TRUE,duplicate-data,ND,14.88859615
115323,8,wendtecnologia,phpqatools,0,20,TRUE,bootstrap-carousel,Package,28.88859615
35586,6,Tefx,Corellia,0,1,TRUE,zend-server,ND,7.888596145
69189,8,bak1an,pygibson,0,5,FALSE,extjs3,ND,13
273,6,yglukhov,ddparser,0,2,TRUE,sandcastle,Package,8.888596145
4774,10,embedthis,appweb,10,102,FALSE,corrupt,Package,111
339,7,o3o,dinodave,0,0,TRUE,meta,Package,7.888596145
31163,14,alexcrichton,flate2-rs,24,93,TRUE,ssid,ND,105.4885961
94400,10,louismullie,birch,1,2,TRUE,kendo-scheduler,ND,12.78859615
73111,11,jsommers,pytricia,1,40,TRUE,cgrectmake,ND,51.78859615
361,12,Jebbs,DSFML,64,82,TRUE,methods,Feature,88.48859615
460,2,1100110,LZ4-D,0,2,TRUE,mvp,Package,4.888596145
580,7,IsaacBell,vibe_recaptcha,0,3,TRUE,perl,Language,10.88859615
325,8,dlang-community,dfix,10,32,TRUE,dns,Feature,39.88859615
559,3,Zoadian,three.d,0,7,TRUE,hsl,Feature,10.88859615
538,7,jostly,specd,1,20,TRUE,erlang,Language,27.78859615
239,8,krendil,ctini,0,6,TRUE,provider,Feature,14.88859615
324,7,NCrashed,devol,1,0,TRUE,subdomain,Feature,7.788596145
448,6,NCrashed,libtomcrypt,0,1,TRUE,cpu,Feature,7.888596145
598,8,p0nce,y4m-d,2,2,TRUE,performance,Feature,10.68859615
523,13,Abscissa,SDLang-D,16,44,TRUE,grid,Feature,56.28859615
451,8,lionello,libwebp,0,4,TRUE,double,Feature,12.88859615
245,9,Laeeth,d-nanomsg,1,14,TRUE,format,Feature,23.78859615
548,9,Extrawurst,syslogservice,1,1,TRUE,virtualization,Feature,10.78859615
264,6,NCrashed,dcheck,0,3,TRUE,cruisecontrol.net,Package,9.888596145
378,8,Extrawurst,elo-rating-d,0,2,TRUE,wpf,ND,10.88859615
308,1,rikkimax,Derelict_Extras---OpenDBX,0,1,TRUE,directx,Package,2.888596145
572,8,atilaneves,unencumbered,0,13,TRUE,tree,Feature,21.88859615
367,8,NCrashed,dtext,0,3,TRUE,syntax,Feature,11.88859615
321,6,dexset,desmc,0,0,TRUE,malloc,Feature,6.888596145
241,7,ohjames,d-beard,0,1,TRUE,gis,Feature,8.888596145
492,10,YusukeSuzuki,opencl.d,0,5,TRUE,resharper,Package,15.88859615
98864,2,nextras,nette-framework,0,3,FALSE,bokeh,Package,5
7222,2,chris-a-g,bs-modal,0,1,TRUE,xmlslurper,ND,3.888596145
13615,2,shedali,jGravity,0,1,TRUE,backgroundworker,ND,3.888596145
31598,6,csch0,SublimeText-Sublime-Text-3-Snippets,0,15,TRUE,ubuntu-server,OS,21.88859615
3487,2,sylvainbannier,angular-mock-promises,0,2,TRUE,webclient,Package,4.888596145
4060,1,klederson,angular-simple-input-mask,0,0,TRUE,des,Package,1.888596145
101284,3,tamaspap,kohana-oauth2,0,15,TRUE,susy-sass,ND,18.88859615
15535,6,codenameyau,json-gallery,0,0,TRUE,oxygene,Language,6.888596145
17440,6,upstage,upstage-mixins-gradients,0,2,TRUE,subdirectories,ND,8.888596145
2154,7,rufman,angoolarticsGTM,0,0,TRUE,antivirus,Feature,7.888596145
3584,8,mattlo,angular-node-messenger,0,0,TRUE,overloading,Package,8.888596145
6237,8,Astray-git,angular-toArrayFilter,0,0,TRUE,branding,Package,8.888596145
8837,7,CaravaggioSoftwareDev,data-dist-topojson-us,0,1,TRUE,hotdeploy,Package,8.888596145
17405,1,frontgeeks,mira-style,0,0,TRUE,xapian,Package,1.888596145
3851,2,yunlzheng,angular-really-click,0,0,TRUE,invisible,Package,2.888596145
11261,7,harrywincup,foundation-grid,0,0,TRUE,libusb,Package,7.888596145
12250,5,phun-ky,handlebars-shim,0,0,TRUE,www-mechanize,Package,5.888596145
49292,7,components,bootstrap-cyborg,0,3,FALSE,sql-job,ND,10
25218,3,campaign,ueditor,0,0,TRUE,sieve-of-eratosthenes,Package,3.888596145
59114,2,edlcdmc,lib-adLDAP,0,0,TRUE,form-fields,Package,2.888596145
82623,2,JakubKohout,BraintreePayum,0,1,TRUE,signalr-hub,Package,3.888596145
85805,2,taion809,siteatlas,0,0,TRUE,fuseki,Package,2.888596145
7088,1,BrandyMint,brandymint-fontello,0,0,TRUE,agi,Package,1.888596145
42869,1,MarcelloDuarte,vendorless-installer,0,1,TRUE,hough-transform,ND,2.888596145
99603,8,donaldinou,nuked-module-forum,0,0,TRUE,hikaricp,Package,8.888596145
105804,1,rodchyn,facebook-report-parser,0,1,TRUE,unity3d-2dtools,ND,2.888596145
9322,7,doc-metrix,memory,0,1,TRUE,taglib,Package,8.888596145
4634,5,ianstormtaylor,animate.sass,1,56,TRUE,indexed,Package,61.78859615
3828,7,axilleasiv,angular-quill,2,20,TRUE,sid,Package,27.68859615
4144,7,ThomasBurleson,bower-angular-specs,4,8,TRUE,visual-studio-addins,Feature,15.48859615
25791,7,MakozFriends,VideoSyncList,0,0,TRUE,lexical,Package,7.888596145
25849,3,gdoteof,vmx,1,1,TRUE,extended-ascii,ND,4.788596145
13035,2,gaplyk,input-currency,1,0,TRUE,file-not-found,ND,2.788596145
3184,2,danicomas,angular-jquery-maskedinput,3,14,TRUE,restructuredtext,Feature,16.58859615
4450,9,johannestroeger,bower-angular-unstable,0,7,TRUE,mshtml,ND,16.88859615
13771,2,fattihkoca,jQuery-TE,3,26,TRUE,fibonacci,Package,28.58859615
2869,4,uberstudio,angular-flowtype,1,14,TRUE,distutils,Package,18.78859615
13425,4,jackilyn,animate.scss,0,77,TRUE,javabeans,ND,81.88859615
7372,3,Cuelr,calendar-date-picker,1,22,TRUE,rdlc,ND,25.78859615
4072,8,mrvdot,angular-sixpack,5,9,TRUE,gnu,Package,17.38859615
23671,1,MathRobin,string.startsWith,3,0,TRUE,html-entities,Package,1.588596145
13423,7,absolunet,jack-bower,0,2,TRUE,mvvm,Package,9.888596145
15167,4,monkeymonk,jquery-tubular,0,16,TRUE,fluent-nhibernate,ND,20.88859615
115941,5,WyriHaximus,ReactStreamMessenger,0,0,TRUE,backand,Package,5.888596145
21785,7,rosace,rosace,0,1,TRUE,object-recognition,ND,8.888596145
60830,2,emiberea,day1-task-no2,0,0,TRUE,azure-web-roles,ND,2.888596145
115554,3,williancarminato,respect-relational-silex-provider,0,10,TRUE,odoo-view,ND,13.88859615
171,6,kattrali,Xcode-Plugin-Template,2,968,TRUE,photoshop,Package,974.6885961
88,3,b0ti,xcode-monokai-revisited,3,165,TRUE,youtube,Package,168.5885961
4025,7,steeve,angular-seo,29,1077,TRUE,extjs,Package,1081.988596
7851,5,clearleft,clearless,13,499,TRUE,emulation,ND,503.5885961
6776,10,kartik-v,bootstrap-popover-x,0,76,TRUE,trinidad,Package,86.88859615
3772,10,angular-pouchdb,bower-angular-pouchdb,0,1,FALSE,external-process,Feature,11
16,2,eliperkins,base16-Ocean-Xcode-Theme,0,6,TRUE,python,Language,8.888596145
1815,6,ActivKonnect,ActiveAnalytics,0,0,TRUE,infragistics,ND,6.888596145
3633,1,lnmunhoz,angular-openfb,4,3,TRUE,scjp,ND,4.488596145
20701,0,purescript-contrib,purescript-trampoline,0,1,TRUE,view-helpers,Package,1.888596145
4313,13,angular-translate,bower-angular-translate-storage-local,0,11,FALSE,nsis,Language,24
50077,5,lucasefe,acts_as_audited_on_steroids,0,3,TRUE,django-users,ND,8.888596145
2295,6,gdi2290,angular-balanced,0,4,TRUE,ssms,Package,10.88859615
3624,7,gdi2290,angular-olark,0,2,TRUE,inference,Package,9.888596145
66822,10,tddium,ansible,2,7,TRUE,webstorm,Package,17.68859615
78458,6,carlopires,siphashc3,0,0,FALSE,gensim,Package,6
30062,7,darkoverlordofdata,mt19937,0,0,TRUE,printstream,ND,7.888596145
990,8,fhunleth,wpa_supplicant.ex,0,4,TRUE,awk,Language,12.88859615
45516,7,NarrativeTeam,exifyay,3,3,TRUE,ringtone,ND,10.58859615
452,2,D-Programming-Deimos,linenoise,1,1,TRUE,int,Feature,3.788596145
83283,9,rfk,tnetstring,1,58,TRUE,cbperipheral,ND,67.78859615
31715,10,dfm,acor,2,19,TRUE,qlistview,ND,29.68859615
69871,2,kwirk,pyjournalctl,0,5,TRUE,appcode,ND,7.888596145
27180,11,cfengine,core,20,261,TRUE,tetris,Package,270.8885961
36308,11,pytries,datrie,13,300,TRUE,criteria-api,Package,310.5885961
73314,14,saghul,pyuv,8,737,FALSE,magmi,ND,750.2
449,10,changloong,libuv,2,7,TRUE,throttle,Feature,17.68859615
61796,23,numpy,numpy,1541,4509,TRUE,quicksand,Package,4378.788596
259,2,AndrejMitrovic,DAsio,0,1,TRUE,math,Feature,3.888596145
279,7,jstasiak,dejector,0,8,TRUE,unicode,Package,15.88859615
382,7,andersonpd,eris,5,6,TRUE,wordpress,Package,13.38859615
265,9,d-gamedev-team,dchip,8,29,TRUE,msbuild,Package,38.08859615
581,8,rejectedsoftware,vibedist,1,17,TRUE,hash,Feature,25.78859615
375,2,kyphelps,dzmq,1,3,TRUE,polymorphism,Feature,5.788596145
522,8,BitPuffin,scrypt.d,1,4,TRUE,excel,Package,12.78859615
531,7,biozic,sizefmt,0,1,TRUE,scripting,Feature,8.888596145
450,7,lionello,libvpx-d,0,1,TRUE,macros,Feature,8.888596145
311,6,sgraf812,DerelictUdis86,0,0,TRUE,heap,Feature,6.888596145
364,11,DlangScience,dstats,3,14,TRUE,rest,Feature,25.58859615
418,11,buggins,hibernated,14,65,TRUE,free,Feature,75.48859615
459,6,JakobOvrum,LuaD,46,158,TRUE,rss,Package,160.2885961
344,9,ilmanzo,DLangKoans,0,8,TRUE,nant,Package,17.88859615
536,9,Extrawurst,sockjs-d,0,10,TRUE,hosting,Feature,19.88859615
503,11,mbierlee,poodinis,2,39,FALSE,monads,Package,49.8
247,6,Laeeth,d-quandl,0,1,TRUE,reflection,Feature,7.888596145
521,6,brendanmckenzie,scrypt,1,0,TRUE,payment,Feature,6.788596145
601,8,csauls,zeal.d,0,13,TRUE,cron,Package,21.88859615
430,7,opticron,libackis,0,0,TRUE,quotes,Feature,7.888596145
537,7,fabsi88,sockjsclient-d,0,3,TRUE,dash,Package,10.88859615
588,6,majiang,wafom,0,0,TRUE,comparison,Feature,6.888596145
573,12,atilaneves,unit-threaded,9,63,TRUE,nslookup,Package,74.98859615
294,12,DerelictOrg,DerelictOgg,0,7,TRUE,ip,Package,19.88859615
6772,10,alonisser,bower-bootstrap-2.3.2-legacy,0,5,FALSE,soapui,Package,15
6888,9,lu4,BootstrapXL,0,6,TRUE,datamapper,Package,15.88859615
20357,6,rthor,Pretty-SCSS,0,1,TRUE,linq-to-dataset,ND,7.888596145
22037,8,cremalab,sass-nestle,0,1,TRUE,snakeyaml,Package,9.888596145
10914,6,flexdd,flexdd-base-reset,0,0,TRUE,blink,Package,6.888596145
26023,7,sepans,webaudio-analyzer,0,4,TRUE,sys,Package,11.88859615
7835,7,vitalk,classy-toolbox,0,0,TRUE,invariants,ND,7.888596145
8599,5,Milanowicz,CSSSassCollection,0,1,TRUE,tcsh,Package,6.888596145
48447,7,codenamegary,l4layouts,0,2,TRUE,invokelater,ND,9.888596145
24921,7,treeframework,base.images,0,0,TRUE,information-extraction,ND,7.888596145
9518,2,chantastic,dropdown.css,0,0,TRUE,complete,Package,2.888596145
6786,7,killmenot,bootstrap-responsive-margins,0,1,TRUE,indy,Package,8.888596145
24949,7,treeframework,trump.spacing-responsive,0,0,TRUE,pharo,ND,7.888596145
6683,3,joelcoxokc,bootstrap-file,0,0,TRUE,openal,Package,3.888596145
6018,5,buildingfirefoxos,bb_headers,0,0,TRUE,awt,Package,5.888596145
8051,7,Undistraction,color-palette,0,0,TRUE,client-side,ND,7.888596145
11699,6,Goldinteractive,scss-responsive-utilities,0,0,TRUE,template-toolkit,Package,6.888596145
19957,7,theck01,pixel-editor-icons,0,0,TRUE,cleartool,ND,7.888596145
12179,8,erikfloresq,html5-boilerplate,0,1,TRUE,foreign-key-relationship,Feature,9.888596145
4832,7,ericfreese,argyle,0,0,TRUE,smooth,Package,7.888596145
7302,2,markpalfreeman,button,0,1,TRUE,vlc,Package,3.888596145
16404,4,creaux,less-border-mixins,0,0,TRUE,componentone,ND,4.888596145
7001,8,empiri-software,Shuffle,0,0,FALSE,associative,Package,8
12042,1,buzzfishmedia,grout-frontend,0,0,TRUE,zimbra,Package,1.888596145
21305,4,reybango,reddit-element,0,0,TRUE,gcov,ND,4.888596145
21166,7,patrickmarabeas,react-FitText.js,0,0,TRUE,monit,Package,7.888596145
22536,5,ShareCoffee,ShareCoffee.UserProfiles,0,0,TRUE,bcd,Package,5.888596145
102545,5,phpwax,wildfire.archive-navigation,0,1,TRUE,polynomials,Package,6.888596145
6362,7,bits-sass,utils-space,0,0,TRUE,teechart,Package,7.888596145
7029,1,henrytao-me,bower-twittstrap,0,0,TRUE,application-server,ND,1.888596145
10910,4,ProLoser,Flexbox.less,0,75,TRUE,checkstyle,Package,79.88859615
13162,10,inuitcss,trumps.spacing,0,19,TRUE,jmock,Package,29.88859615
4110,12,jtrussell,angular-snap.js-bower,1,31,TRUE,citrix,Package,43.78859615
24574,7,sayanee,timeline-css,1,15,TRUE,pkcs#12,ND,22.78859615
25243,8,apigee,ui-framework,2,4,TRUE,varbinary,ND,12.68859615
6708,8,scriptheroes,bootstrap-grid,1,0,TRUE,recurring,Package,8.788596145
6701,4,sixfootsixdesigns,Bootstrap-3-Grid-Columns-Clearing,4,63,TRUE,wsh,Package,67.48859615
102210,9,php-vcr,VCRBundle,4,9,FALSE,clang-format,Package,17.6
2787,10,vesparny,angular-fancy-modal,7,63,TRUE,filemaker,Package,73.18859615
5972,9,rnarian,basicss,0,5,TRUE,vps,Package,14.88859615
6742,4,robstenbom,bootstrap-material-design-sass,1,9,TRUE,stub,Package,13.78859615
17179,8,bcinarli,melange,2,25,TRUE,identification,Package,33.68859615
10260,7,mattberridge,Espi-Modules,1,0,TRUE,sticky,Package,7.788596145
22914,9,skyglobal,skycons,3,5,TRUE,convex-hull,Package,14.58859615
24225,6,tessel,technical-header,2,0,TRUE,dynamic-class-loaders,ND,6.688596145
21990,4,srsgores,sass-boilerplate,1,37,TRUE,linux-kernel,OS,41.78859615
48881,8,fedora-infra,github2fedmsg,2,10,FALSE,qbasic,ND,17.8
19955,11,olimsaidov,pixeden-stroke-7-icon,0,33,TRUE,lookbehind,ND,44.88859615
1925,8,aglobof,sass.utilities,0,0,TRUE,haskell,Language,8.888596145
22776,8,oliverbenns,simple-stylus-grid,2,0,TRUE,jsapi,Package,8.688596145
3195,2,mjaric,angularjs-bower,0,1,TRUE,bho,ND,3.888596145
8872,8,ruhley,DataTables-CustomSearch,1,17,FALSE,listitem,ND,24.9
19287,9,oslego,onion-skin,0,10,TRUE,ghc,Package,19.88859615
19646,9,guardian,pasteup-buttons,1,1,TRUE,ajax.beginform,ND,10.78859615
7275,9,stevepeak,bump,4,33,TRUE,browser-detection,Package,42.48859615
13139,9,inuitcss,base.lists,0,6,TRUE,jframe,Package,15.88859615
